Product name,Price,Image URL,Scroll batch,SKU,Description,Detail URL
Grayson Crewneck Sweatshirt,$64 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh11-white_main.jpg,0,MH11,This is a variable product called a Grayson Crewneck Sweatshirt,https://scrapingcourse.com/ecommerce/product/grayson-crewneck-sweatshirt
Grayson Crewneck Sweatshirt,$64 ,,0,N/A,N/A,
Ajax Full-Zip Sweatshirt,$69 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-green_main.jpg,0,MH12,This is a variable product called a Ajax Full-Zip Sweatshirt,https://scrapingcourse.com/ecommerce/product/ajax-full-zip-sweatshirt
Ajax Full-Zip Sweatshirt,$69 ,,0,N/A,N/A,
Marco Lightweight Active Hoodie,$74 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh13-blue_main.jpg,2,MH13,This is a variable product called a Marco Lightweight Active Hoodie,https://scrapingcourse.com/ecommerce/product/marco-lightweight-active-hoodie
Marco Lightweight Active Hoodie,$74 ,,2,N/A,N/A,
Beaumont Summit Kit,$42 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj01-yellow_main.jpg,2,MJ01,This is a variable product called a Beaumont Summit Kit,https://scrapingcourse.com/ecommerce/product/beaumont-summit-kit
Beaumont Summit Kit,$42 ,,2,N/A,N/A,
Hyperion Elements Jacket,$51 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj02-green_main.jpg,2,MJ02,This is a variable product called a Hyperion Elements Jacket,https://scrapingcourse.com/ecommerce/product/hyperion-elements-jacket
Hyperion Elements Jacket,$51 ,,2,N/A,N/A,
Montana Wind Jacket,$49 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj03-black_main.jpg,2,MJ03,This is a variable product called a Montana Wind Jacket,https://scrapingcourse.com/ecommerce/product/montana-wind-jacket
Montana Wind Jacket,$49 ,,2,N/A,N/A,
Kenobi Trail Jacket,$47 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj04-black_main.jpg,2,MJ04,This is a variable product called a Kenobi Trail Jacket,https://scrapingcourse.com/ecommerce/product/kenobi-trail-jacket
Kenobi Trail Jacket,$47 ,,2,N/A,N/A,
Jupiter All-Weather Trainer,$56.99 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj06-blue_main.jpg,2,MJ06,This is a variable product called a Jupiter All-Weather Trainer,https://scrapingcourse.com/ecommerce/product/jupiter-all-weather-trainer
Jupiter All-Weather Trainer,$56.99 ,,2,N/A,N/A,
Orion Two-Tone Fitted Jacket,$72 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj07-red_main.jpg,2,MJ07,This is a variable product called a Orion Two-Tone Fitted Jacket,https://scrapingcourse.com/ecommerce/product/orion-two-tone-fitted-jacket
Orion Two-Tone Fitted Jacket,$72 ,,2,N/A,N/A,
Lando Gym Jacket,$99 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj08-gray_main.jpg,2,MJ08,This is a variable product called a Lando Gym Jacket,https://scrapingcourse.com/ecommerce/product/lando-gym-jacket
Lando Gym Jacket,$99 ,,2,N/A,N/A,
Taurus Elements Shell,$65 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj09-yellow_main.jpg,2,MJ09,This is a variable product called a Taurus Elements Shell,https://scrapingcourse.com/ecommerce/product/taurus-elements-shell
Taurus Elements Shell,$65 ,,2,N/A,N/A,
Mars HeatTech&trade; Pullover,$66 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj10-red_main.jpg,2,MJ10,This is a variable product called a Mars HeatTech™ Pullover,https://scrapingcourse.com/ecommerce/product/mars-heattech&trade;-pullover
Mars HeatTech&trade; Pullover,$66 ,,2,N/A,N/A,
Typhon Performance Fleece-lined Jacket,$60 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj11-black_main.jpg,3,MJ11,This is a variable product called a Typhon Performance Fleece-lined Jacket,https://scrapingcourse.com/ecommerce/product/typhon-performance-fleece-lined-jacket
Typhon Performance Fleece-lined Jacket,$60 ,,3,N/A,N/A,
Proteus Fitness Jackshirt,$45 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj12-orange_main.jpg,3,MJ12,This is a variable product called a Proteus Fitness Jackshirt,https://scrapingcourse.com/ecommerce/product/proteus-fitness-jackshirt
Proteus Fitness Jackshirt,$45 ,,3,N/A,N/A,
Caesar Warm-Up Pant,$35 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp01-gray_main.jpg,3,MP01,This is a variable product called a Caesar Warm-Up Pant,https://scrapingcourse.com/ecommerce/product/caesar-warm-up-pant
Caesar Warm-Up Pant,$35 ,,3,N/A,N/A,
Viktor LumaTech&trade; Pant,$46 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp02-gray_main.jpg,3,MP02,This is a variable product called a Viktor LumaTech™ Pant,https://scrapingcourse.com/ecommerce/product/viktor-lumatech&trade;-pant
Viktor LumaTech&trade; Pant,$46 ,,3,N/A,N/A,
Geo Insulated Jogging Pant,$51 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp03-black_main.jpg,3,MP03,This is a variable product called a Geo Insulated Jogging Pant,https://scrapingcourse.com/ecommerce/product/geo-insulated-jogging-pant
Geo Insulated Jogging Pant,$51 ,,3,N/A,N/A,
Supernova Sport Pant,$45 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp04-gray_main.jpg,3,MP04,This is a variable product called a Supernova Sport Pant,https://scrapingcourse.com/ecommerce/product/supernova-sport-pant
Supernova Sport Pant,$45 ,,3,N/A,N/A,
Kratos Gym Pant,$57 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp05-blue_main.jpg,3,MP05,This is a variable product called a Kratos Gym Pant,https://scrapingcourse.com/ecommerce/product/kratos-gym-pant
Kratos Gym Pant,$57 ,,3,N/A,N/A,
Mithra Warmup Pant,$28 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp06-gray_main.jpg,3,MP06,This is a variable product called a Mithra Warmup Pant,https://scrapingcourse.com/ecommerce/product/mithra-warmup-pant
Mithra Warmup Pant,$28 ,,3,N/A,N/A,
Thorpe Track Pant,$68 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp07-blue_main.jpg,3,MP07,This is a variable product called a Thorpe Track Pant,https://scrapingcourse.com/ecommerce/product/thorpe-track-pant
Thorpe Track Pant,$68 ,,3,N/A,N/A,
Zeppelin Yoga Pant,$82 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp08-green_main.jpg,3,MP08,This is a variable product called a Zeppelin Yoga Pant,https://scrapingcourse.com/ecommerce/product/zeppelin-yoga-pant
Zeppelin Yoga Pant,$82 ,,3,N/A,N/A,
Livingston All-Purpose Tight,$75 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp09-blue_main.jpg,4,MP09,This is a variable product called a Livingston All-Purpose Tight,https://scrapingcourse.com/ecommerce/product/livingston-all-purpose-tight
Livingston All-Purpose Tight,$75 ,,4,N/A,N/A,
Orestes Yoga Pant,$66 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp10-black_main.jpg,4,MP10,This is a variable product called a Orestes Yoga Pant,https://scrapingcourse.com/ecommerce/product/orestes-yoga-pant
Orestes Yoga Pant,$66 ,,4,N/A,N/A,
Aether Gym Pant,$74 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main.jpg,4,MP11,This is a variable product called a Aether Gym Pant,https://scrapingcourse.com/ecommerce/product/aether-gym-pant
Aether Gym Pant,$74 ,,4,N/A,N/A,
Cronus Yoga Pant,$48 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp12-black_main.jpg,4,MP12,This is a variable product called a Cronus Yoga Pant,https://scrapingcourse.com/ecommerce/product/cronus-yoga-pant
Cronus Yoga Pant,$48 ,,4,N/A,N/A,
Aero Daily Fitness Tee,$24 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,4,MS01,This is a variable product called a Aero Daily Fitness Tee,https://scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee
Aero Daily Fitness Tee,$24 ,,4,N/A,N/A,
Ryker LumaTech&trade; Tee (V-neck),$28 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms02-gray_main.jpg,4,MS02,This is a variable product called a Ryker LumaTech™ Tee (V-neck),https://scrapingcourse.com/ecommerce/product/ryker-lumatech&trade;-tee-(v-neck)
Ryker LumaTech&trade; Tee (V-neck),$28 ,,4,N/A,N/A,
Balboa Persistence Tee,$29 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms03-black_main.jpg,4,MS03,This is a variable product called a Balboa Persistence Tee,https://scrapingcourse.com/ecommerce/product/balboa-persistence-tee
Balboa Persistence Tee,$29 ,,4,N/A,N/A,
Gobi HeatTec&reg; Tee,$29 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms04-orange_main.jpg,4,MS04,This is a variable product called a Gobi HeatTec® Tee,https://scrapingcourse.com/ecommerce/product/gobi-heattec&reg;-tee
Gobi HeatTec&reg; Tee,$29 ,,4,N/A,N/A,
Helios EverCool&trade; Tee,$24 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms05-blue_main.jpg,4,MS05,This is a variable product called a Helios EverCool™ Tee,https://scrapingcourse.com/ecommerce/product/helios-evercool&trade;-tee
Helios EverCool&trade; Tee,$24 ,,4,N/A,N/A,
Zoltan Gym Tee,$29 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms06-blue_main.jpg,4,MS06,This is a variable product called a Zoltan Gym Tee,https://scrapingcourse.com/ecommerce/product/zoltan-gym-tee
Zoltan Gym Tee,$29 ,,4,N/A,N/A,
Deion Long-Sleeve EverCool&trade; Tee,$39 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms07-green_main.jpg,5,MS07,This is a variable product called a Deion Long-Sleeve EverCool™ Tee,https://scrapingcourse.com/ecommerce/product/deion-long-sleeve-evercool&trade;-tee
Deion Long-Sleeve EverCool&trade; Tee,$39 ,,5,N/A,N/A,
Strike Endurance Tee,$39 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms08-black_main.jpg,5,MS08,This is a variable product called a Strike Endurance Tee,https://scrapingcourse.com/ecommerce/product/strike-endurance-tee
Strike Endurance Tee,$39 ,,5,N/A,N/A,
Ryker LumaTech&trade; Tee (Crew-neck),$32 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms09-blue_main.jpg,5,MS09,This is a variable product called a Ryker LumaTech™ Tee (Crew-neck),https://scrapingcourse.com/ecommerce/product/ryker-lumatech&trade;-tee-(crew-neck)
Ryker LumaTech&trade; Tee (Crew-neck),$32 ,,5,N/A,N/A,
Logan HeatTec&reg; Tee,$24 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms10-blue_main.jpg,5,MS10,This is a variable product called a Logan  HeatTec® Tee,https://scrapingcourse.com/ecommerce/product/logan--heattec&reg;-tee
Logan HeatTec&reg; Tee,$24 ,,5,N/A,N/A,
Atomic Endurance Running Tee (V-neck),$28 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms11-green_main.jpg,5,MS11,This is a variable product called a Atomic Endurance Running Tee (V-neck),https://scrapingcourse.com/ecommerce/product/atomic-endurance-running-tee-(v-neck)
Atomic Endurance Running Tee (V-neck),$28 ,,5,N/A,N/A,
Atomic Endurance Running Tee (Crew-Neck),$29 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms12-red_main.jpg,5,MS12,This is a variable product called a Atomic Endurance Running Tee (Crew-Neck),https://scrapingcourse.com/ecommerce/product/atomic-endurance-running-tee-(crew-neck)
Atomic Endurance Running Tee (Crew-Neck),$29 ,,5,N/A,N/A,
Cobalt CoolTech&trade; Fitness Short,$44 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh01-blue_main.jpg,5,MSH01,This is a variable product called a Cobalt CoolTech™ Fitness Short,https://scrapingcourse.com/ecommerce/product/cobalt-cooltech&trade;-fitness-short
Cobalt CoolTech&trade; Fitness Short,$44 ,,5,N/A,N/A,
Apollo Running Short,$32.50 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh02-black_main.jpg,5,MSH02,This is a variable product called a Apollo Running Short,https://scrapingcourse.com/ecommerce/product/apollo-running-short
Apollo Running Short,$32.50 ,,5,N/A,N/A,
Meteor Workout Short,$32.50 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh03-blue_main.jpg,5,MSH03,This is a variable product called a Meteor Workout Short,https://scrapingcourse.com/ecommerce/product/meteor-workout-short
Meteor Workout Short,$32.50 ,,5,N/A,N/A,
Torque Power Short,$32.50 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh04-gray_main.jpg,5,MSH04,This is a variable product called a Torque Power Short,https://scrapingcourse.com/ecommerce/product/torque-power-short
Torque Power Short,$32.50 ,,5,N/A,N/A,
Hawkeye Yoga Short,$29 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh05-gray_main.jpg,6,MSH05,This is a variable product called a Hawkeye Yoga Short,https://scrapingcourse.com/ecommerce/product/hawkeye-yoga-short
Hawkeye Yoga Short,$29 ,,6,N/A,N/A,
Lono Yoga Short,$32 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh06-gray_main.jpg,6,MSH06,This is a variable product called a Lono Yoga Short,https://scrapingcourse.com/ecommerce/product/lono-yoga-short
Lono Yoga Short,$32 ,,6,N/A,N/A,
Rapha Sports Short,$35 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh07-black_main.jpg,6,MSH07,This is a variable product called a Rapha  Sports Short,https://scrapingcourse.com/ecommerce/product/rapha--sports-short
Rapha Sports Short,$35 ,,6,N/A,N/A,
Orestes Fitness Short,$35 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh08-black_main.jpg,6,MSH08,This is a variable product called a Orestes Fitness Short,https://scrapingcourse.com/ecommerce/product/orestes-fitness-short
Orestes Fitness Short,$35 ,,6,N/A,N/A,
Troy Yoga Short,$24 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh09-blue_main.jpg,6,MSH09,This is a variable product called a Troy Yoga Short,https://scrapingcourse.com/ecommerce/product/troy-yoga-short
Troy Yoga Short,$24 ,,6,N/A,N/A,
Sol Active Short,$32 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh10-blue_main.jpg,6,MSH10,This is a variable product called a Sol Active Short,https://scrapingcourse.com/ecommerce/product/sol-active-short
Sol Active Short,$32 ,,6,N/A,N/A,
Arcadio Gym Short,$20 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh11-blue_main.jpg,6,MSH11,This is a variable product called a Arcadio Gym Short,https://scrapingcourse.com/ecommerce/product/arcadio-gym-short
Arcadio Gym Short,$20 ,,6,N/A,N/A,
Pierce Gym Short,$27 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh12-red_main.jpg,6,MSH12,This is a variable product called a Pierce Gym Short,https://scrapingcourse.com/ecommerce/product/pierce-gym-short
Pierce Gym Short,$27 ,,6,N/A,N/A,
Erikssen CoolTech&trade; Fitness Tank,$29 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt01-red_main.jpg,6,MT01,This is a variable product called a Erikssen CoolTech™ Fitness Tank,https://scrapingcourse.com/ecommerce/product/erikssen-cooltech&trade;-fitness-tank
Erikssen CoolTech&trade; Fitness Tank,$29 ,,6,N/A,N/A,
Tristan Endurance Tank,$29 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt02-white_main.jpg,6,MT02,This is a variable product called a Tristan Endurance Tank,https://scrapingcourse.com/ecommerce/product/tristan-endurance-tank
Tristan Endurance Tank,$29 ,,6,N/A,N/A,
Primo Endurance Tank,$29 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt03-red_main.jpg,7,MT03,This is a variable product called a Primo Endurance Tank,https://scrapingcourse.com/ecommerce/product/primo-endurance-tank
Primo Endurance Tank,$29 ,,7,N/A,N/A,
Helios Endurance Tank,$32 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt04-blue_main.jpg,7,MT04,This is a variable product called a Helios Endurance Tank,https://scrapingcourse.com/ecommerce/product/helios-endurance-tank
Helios Endurance Tank,$32 ,,7,N/A,N/A,
Rocco Gym Tank,$24 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt05-blue_main.jpg,7,MT05,This is a variable product called a Rocco Gym Tank,https://scrapingcourse.com/ecommerce/product/rocco-gym-tank
Rocco Gym Tank,$24 ,,7,N/A,N/A,
Vulcan Weightlifting Tank,$28 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt06-black_main.jpg,7,MT06,This is a variable product called a Vulcan Weightlifting Tank,https://scrapingcourse.com/ecommerce/product/vulcan-weightlifting-tank
Vulcan Weightlifting Tank,$28 ,,7,N/A,N/A,
Argus All-Weather Tank,$22 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt07-gray_main.jpg,7,MT07,This is a variable product called a Argus All-Weather Tank,https://scrapingcourse.com/ecommerce/product/argus-all-weather-tank
Argus All-Weather Tank,$22 ,,7,N/A,N/A,
Sparta Gym Tank,$29 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt08-green_main.jpg,7,MT08,This is a variable product called a Sparta Gym Tank,https://scrapingcourse.com/ecommerce/product/sparta-gym-tank
Sparta Gym Tank,$29 ,,7,N/A,N/A,
Sinbad Fitness Tank,$29 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt09-blue_main.jpg,7,MT09,This is a variable product called a Sinbad Fitness Tank,https://scrapingcourse.com/ecommerce/product/sinbad-fitness-tank
Sinbad Fitness Tank,$29 ,,7,N/A,N/A,
Tiberius Gym Tank,$18 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt10-yellow_main.jpg,7,MT10,This is a variable product called a Tiberius Gym Tank,https://scrapingcourse.com/ecommerce/product/tiberius-gym-tank
Tiberius Gym Tank,$18 ,,7,N/A,N/A,
Atlas Fitness Tank,$18 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt11-blue_main.jpg,7,MT11,This is a variable product called a Atlas Fitness Tank,https://scrapingcourse.com/ecommerce/product/atlas-fitness-tank
Atlas Fitness Tank,$18 ,,7,N/A,N/A,
Cassius Sparring Tank,$18 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt12-blue_main.jpg,7,MT12,This is a variable product called a Cassius Sparring Tank,https://scrapingcourse.com/ecommerce/product/cassius-sparring-tank
Cassius Sparring Tank,$18 ,,7,N/A,N/A,
Electra Bra Top,$39 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb01-gray_main.jpg,8,WB01,This is a variable product called a Electra Bra Top,https://scrapingcourse.com/ecommerce/product/electra-bra-top
Electra Bra Top,$39 ,,8,N/A,N/A,
Erica Evercool Sports Bra,$39 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb02-blue_main.jpg,8,WB02,This is a variable product called a Erica Evercool Sports Bra,https://scrapingcourse.com/ecommerce/product/erica-evercool-sports-bra
Erica Evercool Sports Bra,$39 ,,8,N/A,N/A,
Celeste Sports Bra,$39 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb03-green_main.jpg,8,WB03,This is a variable product called a Celeste Sports Bra,https://scrapingcourse.com/ecommerce/product/celeste-sports-bra
Celeste Sports Bra,$39 ,,8,N/A,N/A,
Prima Compete Bra Top,$24 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb04-blue_main.jpg,8,WB04,This is a variable product called a Prima Compete Bra Top,https://scrapingcourse.com/ecommerce/product/prima-compete-bra-top
Prima Compete Bra Top,$24 ,,8,N/A,N/A,
Lucia Cross-Fit Bra,$39 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb05-black_main.jpg,8,WB05,This is a variable product called a Lucia Cross-Fit Bra,https://scrapingcourse.com/ecommerce/product/lucia-cross-fit-bra
Lucia Cross-Fit Bra,$39 ,,8,N/A,N/A,
Mona Pullover Hoodlie,$57 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh01-green_main.jpg,8,WH01,This is a variable product called a Mona Pullover Hoodlie,https://scrapingcourse.com/ecommerce/product/mona-pullover-hoodlie
Mona Pullover Hoodlie,$57 ,,8,N/A,N/A,
Hera Pullover Hoodie,$48 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh02-blue_main.jpg,8,WH02,This is a variable product called a Hera Pullover Hoodie,https://scrapingcourse.com/ecommerce/product/hera-pullover-hoodie
Hera Pullover Hoodie,$48 ,,8,N/A,N/A,
Autumn Pullie,$57 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh03-red_main.jpg,8,WH03,This is a variable product called a Autumn Pullie,https://scrapingcourse.com/ecommerce/product/autumn-pullie
Autumn Pullie,$57 ,,8,N/A,N/A,
Miko Pullover Hoodie,$69 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh04-blue_main.jpg,8,WH04,This is a variable product called a Miko Pullover Hoodie,https://scrapingcourse.com/ecommerce/product/miko-pullover-hoodie
Miko Pullover Hoodie,$69 ,,8,N/A,N/A,
Selene Yoga Hoodie,$42 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh05-white_main.jpg,8,WH05,This is a variable product called a Selene Yoga Hoodie,https://scrapingcourse.com/ecommerce/product/selene-yoga-hoodie
Selene Yoga Hoodie,$42 ,,8,N/A,N/A,
Daphne Full-Zip Hoodie,$59 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh06-purple_main.jpg,9,WH06,This is a variable product called a Daphne Full-Zip Hoodie,https://scrapingcourse.com/ecommerce/product/daphne-full-zip-hoodie
Daphne Full-Zip Hoodie,$59 ,,9,N/A,N/A,
Phoebe Zipper Sweatshirt,$59 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh07-gray_main.jpg,9,WH07,This is a variable product called a Phoebe Zipper Sweatshirt,https://scrapingcourse.com/ecommerce/product/phoebe-zipper-sweatshirt
Phoebe Zipper Sweatshirt,$59 ,,9,N/A,N/A,
Cassia Funnel Sweatshirt,$48 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh08-white_main.jpg,9,WH08,This is a variable product called a Cassia Funnel Sweatshirt,https://scrapingcourse.com/ecommerce/product/cassia-funnel-sweatshirt
Cassia Funnel Sweatshirt,$48 ,,9,N/A,N/A,
Ariel Roll Sleeve Sweatshirt,$39 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh09-purple_main.jpg,9,WH09,This is a variable product called a Ariel Roll Sleeve Sweatshirt,https://scrapingcourse.com/ecommerce/product/ariel-roll-sleeve-sweatshirt
Ariel Roll Sleeve Sweatshirt,$39 ,,9,N/A,N/A,
Helena Hooded Fleece,$55 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh10-gray_main.jpg,9,WH10,This is a variable product called a Helena Hooded Fleece,https://scrapingcourse.com/ecommerce/product/helena-hooded-fleece
Helena Hooded Fleece,$55 ,,9,N/A,N/A,
Eos V-Neck Hoodie,$54 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh11-blue_main.jpg,9,WH11,This is a variable product called a Eos V-Neck Hoodie,https://scrapingcourse.com/ecommerce/product/eos-v-neck-hoodie
Eos V-Neck Hoodie,$54 ,,9,N/A,N/A,
Circe Hooded Ice Fleece,$68 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh12-gray_main.jpg,9,WH12,This is a variable product called a Circe Hooded Ice Fleece,https://scrapingcourse.com/ecommerce/product/circe-hooded-ice-fleece
Circe Hooded Ice Fleece,$68 ,,9,N/A,N/A,
Stellar Solar Jacket,$75 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj01-red_main.jpg,9,WJ01,This is a variable product called a Stellar Solar Jacket,https://scrapingcourse.com/ecommerce/product/stellar-solar-jacket
Stellar Solar Jacket,$75 ,,9,N/A,N/A,
